spec,phase,slot,rank_index,item_id,item_name,section,url
fury_warrior,p3,rings,1,32497,Stormrage Signet Ring,Best in Slot Ring Jewelry for Fury Warrior in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/fury-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
fury_warrior,p3,rings,2,32335,Unstoppable Aggressor's Ring,Best in Slot Ring Jewelry for Fury Warrior in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/fury-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
fury_warrior,p3,trinkets,1,28830,Dragonspine Trophy,Best in Slot Trinkets for Fury Warrior in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/fury-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
fury_warrior,p3,trinkets,2,32505,Madness of the Betrayer,Best in Slot Trinkets for Fury Warrior in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/fury-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
fury_warrior,p3,main_hand,1,33762,Vengeful Gladiator's Slicer,Best in Slot Weapons for Fury Warrior in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/fury-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
fury_warrior,p3,off_hand,1,33762,Vengeful Gladiator's Slicer,Best in Slot Weapons for Fury Warrior in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/fury-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
fury_warrior,p3,ranged,1,32326,Twisted Blades of Zarak,Best in Slot Ranged Weapons for Fury Warrior in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/fury-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
fury_warrior,p3,main_hand,override,33762,Vengeful Gladiator's Slicer,No-Warglaives override: Wowhead first Best Non Legendary sword.,https://www.wowhead.com/tbc/guide/fury-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
fury_warrior,p3,off_hand,override,33762,Vengeful Gladiator's Slicer,No-Warglaives override: second Best Non Legendary sword for Human Fury baseline.,https://www.wowhead.com/tbc/guide/fury-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
arms_warrior,p3,head,1,32235,Cursed Vision of Sargeras,Best in Slot Head Armor for Arms Warrior in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
arms_warrior,p3,shoulder,1,30979,Onslaught Shoulderblades,Best in Slot Shoulder Armor for Arms Warrior in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
arms_warrior,p3,back,1,32323,Shadowmoon Destroyer's Drape,Best in Slot Back Armor for Arms Warrior in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
arms_warrior,p3,chest,1,30975,Onslaught Breastplate,Best in Slot Chest Armor for Arms Warrior in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
arms_warrior,p3,wrist,1,30863,Deadly Cuffs,Best in Slot Wrist Armor for Arms Warrior in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
arms_warrior,p3,hands,1,32278,Grips of Silent Justice,Best in Slot Hand Armor for Arms Warrior in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
arms_warrior,p3,waist,1,30106,Belt of One-Hundred Deaths,Best in Slot Waist Armor for Arms Warrior in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
arms_warrior,p3,legs,1,32341,Leggings of Divine Retribution,Best in Slot Leg Armor for Arms Warrior in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
arms_warrior,p3,feet,1,32345,Dreadboots of the Legion,Best in Slot Feet Armor for Arms Warrior in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
arms_warrior,p3,neck,1,32260,Choker of Endless Nightmares,Best in Slot Neck Jewelry for Arms Warrior in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
arms_warrior,p3,rings,1,32497,Stormrage Signet Ring,Best in Slot Ring Jewelry for Arms Warrior in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
arms_warrior,p3,rings,2,32335,Unstoppable Aggressor's Ring,Best in Slot Ring Jewelry for Arms Warrior in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
arms_warrior,p3,trinkets,1,28830,Dragonspine Trophy,Best in Slot Trinkets for Arms Warrior in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
arms_warrior,p3,trinkets,2,32505,Madness of the Betrayer,Best in Slot Trinkets for Arms Warrior in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
arms_warrior,p3,two_hand,1,30902,Cataclysm's Edge,Best in Slot Weapons for Arms Warrior in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
arms_warrior,p3,ranged,1,32326,Twisted Blades of Zarak,Best in Slot Ranged Weapons for Arms Warrior in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
arms_warrior,p3,two_hand,override,30902,Cataclysm's Edge,Wowhead Phase 3 two-handed Best row.,https://www.wowhead.com/tbc/guide/arms-warrior-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
rogue,p3,head,1,32235,Cursed Vision of Sargeras,Best in Slot Head Armor for Rogue DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
rogue,p3,shoulder,1,31030,Slayer's Shoulderpads,Best in Slot Shoulder Armor for Rogue DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
rogue,p3,back,1,32323,Shadowmoon Destroyer's Drape,Best in Slot Back Armor for Rogue DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
rogue,p3,chest,1,31028,Slayer's Chestguard,Best in Slot Chest Armor for Rogue DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
rogue,p3,wrist,1,32324,Insidious Bands,Best in Slot Wrist Armor for Rogue DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
rogue,p3,hands,1,31026,Slayer's Handguards,Best in Slot Hand Armor for Rogue DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
rogue,p3,waist,1,30106,Belt of One-Hundred Deaths,Best in Slot Waist Armor for Rogue DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
rogue,p3,legs,1,31029,Slayer's Legguards,Best in Slot Leg Armor for Rogue DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
rogue,p3,feet,1,32366,Shadowmaster's Boots,Best in Slot Feet Armor for Rogue DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
rogue,p3,neck,1,32260,Choker of Endless Nightmares,Best in Slot Neck Jewelry for Rogue DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
rogue,p3,rings,1,32497,Stormrage Signet Ring,Best in Slot Ring Jewelry for Rogue DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
rogue,p3,rings,2,29301,Band of the Eternal Champion,Best in Slot Ring Jewelry for Rogue DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
rogue,p3,trinkets,1,28830,Dragonspine Trophy,Best in Slot Trinkets for Rogue DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
rogue,p3,trinkets,2,30450,Warp-Spring Coil,Best in Slot Trinkets for Rogue DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
rogue,p3,main_hand,1,32471,Shard of Azzinoth,Best in Slot Weapons for Rogue DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
rogue,p3,off_hand,1,32471,Shard of Azzinoth,Best in Slot Weapons for Rogue DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
rogue,p3,ranged,1,29949,Arcanite Steam-Pistol,Best in Slot Ranged Weapons for Rogue in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
rogue,p3,main_hand,override,33762,Vengeful Gladiator's Slicer,No-Warglaives override: Wowhead first non-legendary sword option.,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
rogue,p3,off_hand,override,32369,Blade of Savagery,No-Warglaives override: Wowhead first non-legendary offhand Best row.,https://www.wowhead.com/tbc/guide/rogue-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
bm_hunter,p3,head,1,32235,Cursed Vision of Sargeras,Best in Slot Head Armor for Beast Mastery Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
bm_hunter,p3,shoulder,1,31006,Gronnstalker's Spaulders,Best in Slot Shoulder Armor for Beast Mastery Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
bm_hunter,p3,back,1,29994,Thalassian Wildercloak,Best in Slot Back Armor for Beast Mastery in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
bm_hunter,p3,chest,1,31004,Gronnstalker's Chestguard,Best in Slot Chest Armor for Beast Mastery Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
bm_hunter,p3,wrist,1,32324,Insidious Bands,Best in Slot Wrist Armor for Beast Mastery Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
bm_hunter,p3,hands,1,31001,Gronnstalker's Gloves,Best in Slot Hand Armor for Beast Mastery Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
bm_hunter,p3,waist,1,30879,Don Alejandro's Money Belt,Best in Slot Waist Armor for Beast Mastery Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
bm_hunter,p3,legs,1,31005,Gronnstalker's Leggings,Best in Slot Leg Armor for Beast Mastery Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
bm_hunter,p3,feet,1,32366,Shadowmaster's Boots,Best in Slot Feet Armor for Beast Mastery Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
bm_hunter,p3,neck,1,32591,Choker of Serrated Blades,Best in Slot Neck Jewelry for Beast Mastery Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
bm_hunter,p3,rings,1,32497,Stormrage Signet Ring,Best in Slot Ring Jewelry for Beast Mastery Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
bm_hunter,p3,rings,2,29301,Band of the Eternal Champion,Best in Slot Ring Jewelry for Beast Mastery Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
bm_hunter,p3,trinkets,1,28830,Dragonspine Trophy,Best in Slot Trinkets for Beast Mastery Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
bm_hunter,p3,trinkets,2,32505,Madness of the Betrayer,Best in Slot Trinkets for Beast Mastery Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
bm_hunter,p3,main_hand,1,30901,Boundless Agony,Best in Slot Melee Weapons for Beast Mastery Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
bm_hunter,p3,off_hand,1,30901,Boundless Agony,Best in Slot Melee Weapons for Beast Mastery Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
bm_hunter,p3,ranged,1,30906,Bristleblitz Striker,Best in Slot Ranged Weapons for Beast Mastery Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
bm_hunter,p3,main_hand,override,30901,Boundless Agony,Wowhead Best MH row.,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
bm_hunter,p3,off_hand,override,30881,Blade of Infamy,Wowhead Best OH row for 7700 armor bosses.,https://www.wowhead.com/tbc/guide/beast-mastery-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
survival_hunter,p3,head,1,31003,Gronnstalker's Helmet,Best in Slot Head Armor for Survival Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
survival_hunter,p3,shoulder,1,31006,Gronnstalker's Spaulders,Best in Slot Shoulder Armor for Survival Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
survival_hunter,p3,back,1,29994,Thalassian Wildercloak,Best in Slot Back Armor for Survival Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
survival_hunter,p3,chest,1,31004,Gronnstalker's Chestguard,Best in Slot Chest Armor for Survival Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
survival_hunter,p3,wrist,1,32324,Insidious Bands,Best in Slot Wrist Armor for Survival Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
survival_hunter,p3,hands,1,31001,Gronnstalker's Gloves,Best in Slot Hand Armor for Survival Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
survival_hunter,p3,waist,1,30879,Don Alejandro's Money Belt,Best in Slot Waist Armor for Survival Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
survival_hunter,p3,legs,1,30900,Bow-stitched Leggings,Best in Slot Leg Armor for Survival Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
survival_hunter,p3,feet,1,32366,Shadowmaster's Boots,Best in Slot Feet Armor for Survival Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
survival_hunter,p3,neck,1,30017,Telonicus's Pendant of Mayhem,Best in Slot Neck Jewelry for Survival Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
survival_hunter,p3,rings,1,28791,Ring of the Recalcitrant,Best in Slot Ring Jewelry for Survival Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
survival_hunter,p3,rings,2,29301,Band of the Eternal Champion,Best in Slot Ring Jewelry for Survival Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
survival_hunter,p3,trinkets,1,28830,Dragonspine Trophy,Best in Slot Trinkets for Survival Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
survival_hunter,p3,trinkets,2,32505,Madness of the Betrayer,Best in Slot Trinkets for Survival Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
survival_hunter,p3,main_hand,1,30881,Blade of Infamy,Weapons for Survival Hunter DPS in Phase 3,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
survival_hunter,p3,off_hand,1,30881,Blade of Infamy,Weapons for Survival Hunter DPS in Phase 3,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
survival_hunter,p3,ranged,1,30906,Bristleblitz Striker,Best in Slot Ranged Weapons for Survival Hunter in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
survival_hunter,p3,main_hand,override,30881,Blade of Infamy,Wowhead Best x2 Blade of Infamy row.,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
survival_hunter,p3,off_hand,override,30881,Blade of Infamy,Wowhead Best x2 Blade of Infamy row.,https://www.wowhead.com/tbc/guide/survival-hunter-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
feral_cat,p3,head,1,8345,Wolfshead Helm,Best in Slot Head Armor for Feral Druid DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/feral-druid-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
feral_cat,p3,shoulder,1,31048,Thunderheart Pauldrons,Best in Slot Shoulder Armor for Feral Druid DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/feral-druid-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
feral_cat,p3,back,1,32323,Shadowmoon Destroyer's Drape,Best in Slot Back Armor for Feral Druid DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/feral-druid-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
feral_cat,p3,chest,1,32252,Nether Shadow Tunic,Best in Slot Chest Armor for Feral Druid DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/feral-druid-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
feral_cat,p3,wrist,1,32324,Insidious Bands,Best in Slot Wrist Armor for Feral Druid DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/feral-druid-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
feral_cat,p3,hands,1,29947,Gloves of the Searing Grip,Best in Slot Hand Armor for Feral Druid DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/feral-druid-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
feral_cat,p3,waist,1,30106,Belt of One-Hundred Deaths,Best in Slot Waist Armor for Feral Druid DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/feral-druid-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
feral_cat,p3,legs,1,31044,Thunderheart Leggings,Best in Slot Leg Armor for Feral Druid DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/feral-druid-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
feral_cat,p3,feet,1,32366,Shadowmaster's Boots,Best in Slot Feet Armor for Feral Druid DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/feral-druid-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
feral_cat,p3,neck,1,32260,Choker of Endless Nightmares,Best in Slot Neck Jewelry for Feral Druid DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/feral-druid-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
feral_cat,p3,rings,1,32497,Stormrage Signet Ring,Best in Slot Ring Jewelry for Feral Druid DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/feral-druid-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
feral_cat,p3,rings,2,29301,Band of the Eternal Champion,Best in Slot Ring Jewelry for Feral Druid DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/feral-druid-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
feral_cat,p3,trinkets,1,30627,Tsunami Talisman,Best in Slot Trinkets for Feral Druid DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/feral-druid-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
feral_cat,p3,trinkets,2,32505,Madness of the Betrayer,Best in Slot Trinkets for Feral Druid DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/feral-druid-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
feral_cat,p3,two_hand,1,33716,Vengeful Gladiator's Staff,Best in Slot Weapons for Feral Druid DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/feral-druid-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
feral_cat,p3,ranged,1,29390,Everbloom Idol,Best in Slot Idols for Feral Druid DPS in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/feral-druid-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
feral_cat,p3,two_hand,override,33716,Vengeful Gladiator's Staff,Wowhead Phase 3 BiS feral weapon row.,https://www.wowhead.com/tbc/guide/feral-druid-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
enhancement_shaman,p3,head,1,32235,Cursed Vision of Sargeras,Best in Slot Head Armor for Enhancement Shaman in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/enhancement-shaman-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
enhancement_shaman,p3,shoulder,1,32581,Swiftstrike Shoulders,Best in Slot Shoulder Armor for Enhancement Shaman  in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/enhancement-shaman-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
enhancement_shaman,p3,back,1,32323,Shadowmoon Destroyer's Drape,Best in Slot Back Armor for Enhancement Shaman  in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/enhancement-shaman-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
enhancement_shaman,p3,chest,1,30905,Midnight Chestguard,Best in Slot Chest Armor for Enhancement Shaman  in TBC Classic Phase 3,https://www.wowhead.com/tbc/guide/enhancement-shaman-dps-bt-hyjal-phase-3-best-in-slot-gear-burning-crusade
